evaluation,label
东西收到了，不错，很喜欢！京东速度就是快，昨天晚上下单，今天就收到货了，而且快递员服务态度挺好，货物给送到楼上，还帮忙开箱验货，电视机不错，刚开始还怕买大了，到家很满意，通电试机效果不错，支持风行！,正面
画质好,正面
小米电视性价比高，暂时还没有使用，测试是OK的,正面
因为我自己双十一买了台55寸的、觉得很不错、双十二给哥哥买了台43寸的、原本想买49寸的、结果49寸当天停售一样的、浙江台州、武汉全没货、没办法就买了43寸的,正面
电视跟描述的一样很不错，因为出差没有评价及时也拍不了照片抱歉，客服和快递小哥服务态度超级好，回家再追评,正面
这款电视性价比最高，颜色不错，看来不愧是三星屏，想买大屏电视的朋友可以考虑。,正面
产品很好值的.不错很好的产品值的推荐好,正面
还不错的，视觉效果很好,正面
很不错的商品，可以升级的模块，大尺寸电视 晒单： 收起 向左转 向右转 2017-12-11 21:56:20 追加： 什么鬼，假4k，坑die呢 收起 向左转 向右转,正面
非常好，小窄边,正面
很不错的，相信京东！,正面
1.新疆的，送货很及时，态度也很不错。 2.安装需要安装费，可能是比较远，不过没有让他安装，自己装的。 3.电视很清晰但有时屏幕下面部分有些许花，时间很短，可能是网的问题，过段时间再看看。,正面
发货速度还是不错的，电视也拿出来看了，感觉还行，希望能用久点吧,正面
房子刚装修好，迫不及待就要我公司电工帮我安装好了，画面很清晰，信赖康佳老牌子同时也支持国货♥ 晒单： 收起 向左转 向右转,正面
货收到，画面清晰清满意,正面
东西不错，画面也不错，很流畅，就是没用过三星的产品，有点不习惯。,正面
宝贝很棒 价钱也便宜 下次还来,正面
电视机收到了，很好很实惠，这是第二次买了一直用这个牌子的，很好用需要的赶紧下单哦,正面
电视挺好的，放在房里刚刚好，每天晚上回去都要看一会儿电视。画面很清晰，音质也很好，已经第二台了,正面
电视很好，比我老的那个乐视电视更清晰，反应速度快，广告少。价格便宜，送货快。,正面
双十一买的，发货是真的慢，等了好久。质量挺好的，快递服务态度很棒，还是挺不错的吧,正面
夏普电视不错，色彩很好。,正面
看着还不错,正面
电视很清晰，飞利浦大品牌值得信赖。家里面飞利浦用了10年也没坏。相信品牌的力量，综合好评。,正面
比想象的大 图像清晰 给农村老家买的速度超级快 很好很实用,正面
双十二买的。限时抢购。物流很快。界面清晰整洁。能放QQ音乐听歌很方便。能看游戏直播。功能很强大。系统也很好一点也不卡。还买个伸缩挂壁用起来很方便。左右前面都能调整，风行屏效果很好。屏幕分辨率非常高。网络智能Wife功能非常方便。想看什么片子只要搜索就行。49寸放房间正好。看电影非常棒。音效效果也很好。性价比很高。划算。,正面
送货快，不错。质量好。送货快，不错。质量好。一直很喜欢京东的原因,正面
昨天晚上下单 今天下午收到电视机 自己安装上底座 直接连接的wifi没有接机顶盒 操作很方便 百视通的影视资源足够丰富 喜欢看的影视剧和综艺都有 电视机色彩丰富 运行内存虽然不大 但是我觉得没必要安装第三方app 所以使用上没问题 总之很满意的一次购物 晒单： 收起 向左转 向右转,正面
用着挺好的,正面
这个真的很清楚！,正面
画面很清晰、效果很好、我老家也有一台同样大的电视、相信京东大平台、杠杠滴,正面
不错 晒单： 收起 向左转 向右转,正面
不错，物流很快，电视也很大，希望质量也杠杠的，等用一段时间看怎样再来评价,正面
电视很不错4k视频看起来非常真实非常不错的电视,正面
不错,正面
外观很漂亮 很清晰 无边框感觉很大。,正面
希望是很好的产品还没有预约上门安装呢,正面
满意，图像清晰度高，外观也高大上，送货安装服务还很好，,正面
师傅送货快,正面
很好，很满意 给顾客买的非常不错！很满意！,正面
京东没得说，服务还是那么好，虽然还没安装售后的不短跟进很贴心。。。铁粉。京东继续努力。当然也希望电视质量好期待中。。,正面
感觉还是不错的！我最喜欢红色边，和音响，但总得来说比想象的小，当初应该买65得了！很不错！用着看，不知道售后如何，只有出了问题才知道，退款还未收到,正面
质量不错，送货速度很快，服务态度很好，非常满意！,正面
买给老妈看的，老妈说很漂亮，老人喜欢就好,正面
非常满意,正面
研究了这么久，价格终于便宜了，果断下单，电视满意！,正面
在买这台风行电视前，从未听说过这个品牌，冲着自营，还有秒杀的超值价格和送三年金卡会员的优惠，买了这台风行49寸超高清电视，头天晚上下单，第二天就送到并安装，目前看画面质量很好，厂家的服务也不错，无论是售前咨询，还是售后跟进，厂家客服都跟进的很及时和到位。希望电视机在曰后使用中质量过硬。 晒单： 收起 向左转 向右转,正面
比实体店便宜多了，非常满意，以后新房子起好了，家电也要在京东购买,正面
电视比想象中的要大、要好，图像很清晰！,正面
包装很好，快递员都很热情。,正面
买之前选了好久，夏普、tcl、海信，双十一正好看到创维在搞活动，随即下单抢购。我是双十一买的，预约了一个月后送货，到货后整体看上去很大气，无边框设计，并且显示效果也很好?！电视内容也很丰富，还具备语音搜索功能，声音效果也挺不错的。总而言之，是一次比较满意的购物！其他功能待使用后再来追评吧！,正面
电视不错，经过多方沟通，系统升级后，已经可以手机投屏了，这个大赞,正面
给父母买的，开始一万个不同意，说家里电视多，但是都是老款的大屁股电视，还小。先斩后奏买回家，都觉得挺好的。,正面
"错过了双11,趁双12促销，把用了13年的老电视给更新换代了，凌晨零点下的单，不知道要抢优惠券，结果取消订单再重新下单，希望退款能快点，要不心里没底。物流和安装速度都很给力，中午快递小哥送货上门后，马上约了安装师傅上门安装，因为家里的机顶盒还没升级高清，所以视频效果还没显示出来，不过应该是很不错的，信得过京东，信得过夏普。唯一不足，随机没有数据线，希望可以改善。",正面
很满意,正面
又一次愉快的购物！买家电我一直都是在京东，大品牌正品低价无假货，售后服务一体化。售后师傅态度很好，经常推荐朋友买家电上京东！???,正面
电视机挺不错的,正面
电视十分好，安装师傅很细心，服务周到，心里暖暖的，点赞，点赞，点赞！ 晒单： 收起 向左转 向右转,正面
不错，跟描述的一样，很好用也很给力,正面
买电视就喜欢sharp 很棒,正面
视觉效果不错,正面
正在使用中，看看效果还可以，真不错哦,正面
"家里的老海信40寸已经服役9个年头，一直想换个4K的电视。从京东的618活动一直开始选，太纠结了。创维的，海信，夏普的，TCL的。今年双11活动开始，准备买夏普的60寸的，3699元，好价啊。可是又见评论说，夏普已经不是当年的夏普了，又犹豫了。纠结不下，本想一咬牙买索尼算了，但想想电子产品淘汰快，贬值也快，没必要跟自己钱包过不去，双11就没选下来。转眼就到双12，正好本地有个电器促销活动，去电视区转了一圈，发现海信和TCL的还不错。TCL的这款，还有海信的55EC750US,就决定二选一了。家里的老海信也挺好，没出过问题。就在海信官网等双12活动。没想到，家里LD发话，海信的不好看，还是TCL的洋气些，就要TCL的这款，那就买吧。京东配送就是快啊，隔天就到。马上动手装座架，然后测试了几天。运气好，完美屏，没有亮点，黑点。音箱也好，没有破音，四角和底部漏光不明显，外观的确漂亮，尤其这个红色的音箱装饰。这个价格也值了。",正面
电视机很好，质量不错，特点是内存够大实用。,正面
性价比高，不错,正面
客服态度好。电视还没有开始用，还不知道效果。用了再评价,正面
美观，漂亮，棒棒的，京东物流快。,正面
不错，真的好大，屏幕清晰，物流送货上门，小米电视就是好,正面
还没开箱，应该不错，使用后再评论。,正面
暴风电视外观特别大气音质也好内容丰富,正面
不错，放在店里 晒单： 收起 向左转 向右转 2017-12-22 14:44:26 追加： 放在推拿店里了，反应速度很快，画质也挺清晰的，小朋友和家长们都喜欢，以前是知道风行视频软件，经常用它看电影等，现在出了风行电视果断入手，价格也便宜，因为刚出推广可能！,正面
夏普电视大品牌，值得信赖,正面
电视很不错，就是买回来老婆感觉还是买小了点儿，就这吧！物流很快12号凌晨买的，14号就到了，安装师傅也很专业！用段时间再说,正面
这个电视千万不要去买，谁买谁浪费钱，而且有问题的时候客服会折腾死了。买来不到半个月，在看的时候手摸了一下内屏就破裂了，关机的时候就看不出来，打电话找京东，京东推脱他们只负责销售，让我打400找夏普，打电话给夏普，他们说是你摸坏的，人为原因导致内屏破裂，那为什么外屏是好的？关机就看不出来？客服说就是你人为的，不能摸，维修要电视价格的80%，我让他们派人上门来检测，他们说你如果要花80%的换屏费他们才肯上门。想想就心痛，还有这么不负责任的厂商，还品牌？简直是流氓行为，典型敲诈，你说谁敢买这个垃圾夏普的东西，冲着服务就会让你心碎,正面
好评，看了一会，感觉很不错，,正面
声音挺大的，画面还不错，很棒！,正面
质量过硬。双十一购买发货速度都非常快,正面
最近有事儿一直没顾上评价 电视非常不错 快递也很不错 推荐大家购买 双十一购入 价格也很优惠,正面
东西非常好，物流配送服务好,正面
很不错,正面
还没安装物流很快，也很实惠，服务态度很好,正面
运行速度挺快的，价格绝对合适，物流运送也不错，因为是乡下还给送到家，但是安装居然收费30元，我们是在盒子里拿出来，插电联网就安装完了，不用挂壁的。整体不错,正面
发货及时送了挂架，帮人买的。他说：“电视很好清晰功能多，插口全很实用”让我谢谢卖家。因为收到货就装他家了，我没拍到图片和视频。总之他说电视很好。,正面
电视送人的，非常大气，外观好看，送过去特别有面子，很好的一次购物，不错。,正面
12/5给新家买的这款58H7，虽然一开始就锁定创维，毕竟是中国的品牌，两年前买的另外一台就用得不错，这次新家毫不犹豫去选创维的电视。从选择尺寸，到确认型号，纠结了好久。对比了几个款式，最终锁定58H7是看中它的无边设计，时尚，整体25核搭建A73架构，速度应该很快。DST的音效我就想起华为手机，是一种享受。相同价位的电视还是这款性价比高。因为房子还没入住，家具也没进场，显得电视装上后看起来很小。实际上对于观看距离在4米以内的是合适的啦。再说说安装师傅，预约后当天就上门安装，速度快，态度好，服务好。这次新家所有电器是国产品牌。信赖国产品牌，信赖创维。,正面
性价比很高，这么大的屏幕，这个价格，而且以后能够升级，实在是很划算的,正面
安装及时到位,正面
庆幸在涨价前就买了，还以为大了点，安装好后感觉刚刚好，大小正合适。电视相当不错，看4K真爽。片源也挺多的，就是不知道能不能安装其它应用，还在摸索中，总之绝对超值。,正面
很好，电视很清，值得购买！京东的品质，平台都很贴心！家里的手机，家电都是在京东平台上买的。售后也快！,正面
配送和安装都很及时，服务态度相当好，非常满意，买家电还是上！超赞,正面
小米电视杌非常好.色彩比其他牌孑好.,正面
发货前一天电话联系确定送货时间地址，送货师傅同时负责开箱验货并安装。这种品牌质量这种服务态度太赞啦???,正面
活动期间买的，价格还是很优惠的，虽然没有用上双十一的优惠,正面
性价比高，对比过其它才买的，不错非常好，物流也快,正面
看着挺好的，还没开始用呢，再追加吧,正面
这款电视很不错！以后买大宗家电就在京东了，送货快，服务好！,正面
还不错,正面
东西不错，重要的是物流超级快,正面
质量很好，服务也很棒，还没用，以后再追评,正面
选了很多牌子来进行对比，最后还是选定了创维。电视机的送达时间很准时，没有等太久或者出现问题什么的，在下单第二天就送达，就算是在国庆假期都没有延误。 开箱验机的时候，看到电视机的薄厚程度，与购物页面上所描述的薄厚一模一样。在下单后就有工作人员打电话询问具体情况，然后帮助我们沟通安装，安装也十分到位，师傅很给力，服务态度非常棒！安装后就体验效果，不论是电视机的清晰程度还是色彩比例调和都十分到位，让人从视觉上不会有那种刺眼不舒服，看多了会头晕目眩的感觉。 最让人方便的还是它最新推出的智能语音遥控功能，它可以根据音色识别，找出相对应的内容，而且可以分辨模糊不清楚的声音，准确度十分高，不会像平常那样大部分的时间都浪费在了按遥控器上，错误率还高，改正也十分不便。 支持的系统也有很多，反正电视机很不错，无论是从质量还是服务还是售后都非常棒！是一次完美的购物体验！,正面
物流也很快，电视机很清晰，声音很大。非常满意！希望耐用，五星好评！,正面
电视机不错，我们已经买了两台了,正面
电视不错，已经是第二次买了，快递也很给力！,正面
配送热情及时，还免费安装，不错的选择,正面
还不错的很喜欢！！价格公道,正面
朋友很喜欢价格很实惠，就是不怎么搞的懂。,正面
送货速度很快 ，中间小插曲很多但是客服态度特别好。老人很喜欢，五星好评必须的。,正面
"不错，帮亲戚买的，特别推荐他买sharp的，据说还不错，图像很清晰，刚好双11有优惠，very good ,you can buy it",正面
用来给店里当奖品用的，不错,正面
东西很好，物流给力！,正面
不错,正面
不错，东西性价比很好，不愧是大品牌，飞利浦的，值得拥有。,正面
到货很快 合肥上午拍下午到 来到帮忙通电测试了,正面
售后服务很好 秒解决,正面
海尔老牌子了，电视不错，性价比高！送货也很快！安装也好,正面
快递第二天就到家，超快，快递小哥很礼貌程序走很负责，检查屏幕，通电查看一下，没毛病，挺好的，里面的功能还没有仔细的看，需要研究一下，都是风行自己的系统，然后他送的金卡非常有必要可以看4K电视，显示清晰度还可以，第一次在京东买东西，分期买的还是比较给力的，总体还是物有所值，值得购买，就看能不能看一年了，希望可以。,正面
用后感觉，缺点:1开机比较慢，2资源比较少.优点:音质不错,正面
"2017年11月11日购买的创维65H7　58英寸电视机，58h7，cpu是a73，内存ddr4，相同价格里都没这种配置，电视机整体设计时尚，显示效果很惊艳，HDR,4K MEMC不是吹的,U盘上电脑考的4K高清片源,清晰度非常好，色彩非常鲜艳，看起来好有立体感，身临其境感觉，特别是图片显示，也是4K高清图，色彩异常靓丽。酷开5.8的系统，系统响应速度很快，资源挺多的。58H7全金属机身、视觉无边框，我比较喜欢，无边界方显大视野； 25核处理器，2G DDR4+8G FLASH，配置好电视才能运行快；虽说内存不是很大，剩余内存不到4个g，应该也够用 。电视外表整体做工还行， 拥有HDR技术，广色域技术，4K MEMC，色彩好，拥有HDR技术，广色域技术，4K MEMC，画质清晰音质也还好 杜比解码+DTS解码，立体环绕音效，搭载酷开系统5.8。再有就是安装师傅，安装角度和尺寸，他会根据你家的空调位置和电视柜还有灯的整体位置效果，来确定你是否满意放到的尺寸，真的很专业，经过和你沟通好，确定安装位,而且京东还送了支架，免费的呢！就是感觉电视买小了．总之很满意！",正面
我只想说，新电视居然开机都开不了，大家还是买名牌去,正面
电视机性价比高,正面
考虑很久最终还是选择创维，家里的也是创维的好几年都没问题。电视很清楚，的确没选错。送货很急时，早上拍下午就送了，第二天安装师傅就上门安装了，服务很好，满意,正面
电视机很赞，清晰度非常高，画质很棒，流畅度也很好，非常愉快的购物体验！,正面
不错，操作界面容易上手，高清很清晰，据说会员有海量资源，期待着。,正面
非常好,正面
"质量非常好，与描述的完全一致，非常满意,真的很喜欢，完全超出期望值，京东物流发货速度非常快，包装非常仔细、严实，京东送货小哥服务态度很好，运送速度很快，很满意的一次购物",正面
东西非常不错，高端大气上档次，性价比相当高，下次还来购物,正面
挺好，色彩不错,正面
物美价廉，值得购买,正面
新房装修昨天才入住，评论的晚了！ 非常棒的电视，而且价格很美丽，一家人都很喜欢。,正面
大牌商品值得信赖，送货快外观设计漂亮，这个价钱超值了，图像效果好,正面
现在再买电视机对于国产真的很难选择，看了网上对索尼电视质量的评价，最终还是决定买一台试试。外形很漂亮，画面清晰，音质不错，值得够买,正面
轻溥小巧功能强大，哈,正面
快递师傅态度很好，送货速度真快。尤其是客服小婷更是服务到位！买回家电视高大上，比实体店便宜很多啊，双12买的，还送三星音响。一个字值！,正面
使用了一个月了，大品牌就是好，满意的没话说，给全五分好评。,正面
挺好 就配送太忙了 已经到了好几天 非要在约定日子配送 提前还不能提前,正面
好好好好好,正面
电视不错 带蓝牙语音功能。如果有需要。下次还会选择暴风。,正面
不错,正面
电视效果很好,正面
感觉很好，性价比很高。 晒单： 收起 向左转 向右转,正面
秒杀1899，以前没有用过不知好不好用。,正面
海信电视，真的很好！性价比很高！推荐大家使用。 客服好，商家好，送货的也好，上门安装的师傅更好，我是55寸座机，安装调试仅收人民币30元，合规合理。明天再买一个。,正面
不错，物美价廉，能再清晰一点就好了！,正面
电视机不错，清晰度也好，有WiFi高能，直接网络播放，我是满意的，还有会员送，坐等会员。,正面
质量不错，效果好，用一段时间再评论。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,正面
京东物流送货快，双十二活动上午抢到的，价钱比平时优惠很多，安装师傅服务态度好，挂墙配挂架没有乱收费现象。这款电视款式颜值高，值得购买,正面
质量非常不错，大气又实惠。服务可以，收费合理,正面
电视不错哦，就是手机太差拍的不好，非常的喜欢，看电视流畅，用了几天才来评价的,正面
电视非常的好，很喜欢。性价比超高，从快递到安装服务都很满意。全部给满分。,正面
电视还不错给父母买的、她们很喜欢、安装师傅也很好。,正面
早就想买了，赶上双十一活动，还是很便宜，很值的。超薄，使用的很好,正面
电机很好用，操作简单，不错。就是下能装第三方软件。,正面
电视机收到了，49寸的感觉也很大，颜色也好，物流很快，也帮我们搬到家里，安装师傅态度好，很负责，还帮我们连接调试电视节目，教我们选节目，这是第一次在京东买这么贵的电器，以前还不放心。现在放心了！老公也喜欢这电视机,正面
给妈妈买的，界面设计很人性化，喜欢！,正面
商城网购正品保障，送货及时，服务态度很好，家人都很满意，还会再来购买！,正面
昨天的订单今天就送到、神速啊;！电视自己一会就安装完。试机不错用段时间再发表意见：,正面
不错。是正品，用了一段时间才来评价，客服香蕉棒棒哒,正面
买来看视频的，支持格式多，物超所值，超级棒！,正面
物流超快，服务态度很好！刚安装好，小孩马上打开动漫看了，速度秒播，没有卡顿，风行电视值得信赖！外观也很漂亮！ 晒单： 收起 向左转 向右转,正面
给家里老人买的效果很好以后就不知道了以后好了继续评价,正面
挺好的 物美价廉 配置高 速度快,正面
这是第二次购买了，价格非常非常的亲民，4k屏幕看电影十分清晰，给很多亲戚朋友介绍过这款电视，所以人都觉得很值，以后继续关注风行！,正面
一直信赖京东的品质和服务，物流给力，售后给力！,正面
还不错！大牌子值得信赖,正面
很好物流安装都很快,正面
画面色彩鲜艳柔和，画质清晰，音响效果不错，希望能耐用，好评一个！,正面
"电视收到后打开很惊艳非常薄，边框又窄很显档次,配红色的音箱很洋气和我的背景墙很搭很舒服，音质特别强悍看电影听歌很爽，打开电视4k画面非常清晰，在京东买东西很放心，不错?",正面
电视收到了！自己没在家，家里人帮忙收的，卖家服务很好，通电试机没有问题！以后有需要再来，也推荐朋友购买，性价比不错！,正面
配送服务超级好，特别棒,正面
還沒有安，但物流快，價格合適。超大品牌值得購買,正面
第一次买风行品牌，比想像的还好，画面清晰，网络电视太好了，超级喜欢。,正面
开机比以前那个32英寸的速度快，功能也够用。,正面
电视非常非常好！我家里都买了第二台了，性价比超高，电视清晰度也很好，如果大家要买电视，一定要买暴风电视！,正面
电视很清 ，反应快，还不错,正面
双十二时抢了台43英寸的，用了几天觉得很好，价格实惠，操作简单方便，想不到小米又有活动价，直接又再下单再来一台，真心喜欢小米的产品。,正面
电视用着还行，不卡挺流畅的。画面清晰,正面
宝贝收到了，商家很给力，这次快递公司不怎么给力，上次买电视那小哥会问我要不要装墙上，这次这个一个字都不问，还让我自己去找商家客服去预约装电视，折腾了两天电视才完事,正面
电视不错。给孩子看动画片用的。,正面
配送很快 自己装的感觉还不错,正面
电视不赖 老妈很喜欢 快递也快,正面
很好，很清晰，显示屏很大,正面
"很小的时候，家里用的就是乐华电视，那种crt的，现在家里两台电视也都是乐华的，质量真的没的说，国产电视性价比最高的，新买的这台t32,性价比更是高的离谱，1.2k就可以买回台曲屏电视，真心不错。安卓4.4.2也很稳定。网络响应时间也比较短，一句话，还是挺不错的。",正面
虽然预定的等了好久才送货，但是不枉我等那么久啊，操作非常简洁，界面友好，很不错。,正面
习惯好评，应该质量不错,正面
电视很清晰，效果很好，运行速度也快，B键很实用,正面
质量非常好。非常清晰,正面
物流服务非常好，给师傅赞赞赞?,正面
非常满意，够大够漂亮,正面
很不错啊真的很满意，很不错。。,正面
双12那天买的风行电视，14号就送到。打开安装后，屏幕很超大，画面的清晰度也很不错，家人看了不伤眼睛。里面的视频，游戏，体育，综艺等各各方面都很丰富，满足不同阶段的人群。主要价格很实惠，也很亲民。谢谢风行给我们普通家庭带来快乐和优质的视觉享受。,正面
电视不错，清晰度音色色彩度都很好，值得拥有，夏普值得信赖，好品牌就是好,正面
我已经是购买第二个，价格优惠，而且好用，用起来得心应手！,正面
电视质量还行，价格不贵，但不很做电脑显示器,正面
师傅服务很好,正面
不错不错，服务周到了下次还来买,正面
挺好的 大小也合适,正面
宝贝收到了，发货速度很快，价格实惠，包装完整，非常满意！,正面
电视很满意~送货人员态度很好~也有客服打电话过来询问安装怎么样了。总之很满意,正面
电视挺好，值得购买！快递小哥服务质量特别好，再次特别感谢快递小哥及厂家！,正面
非常好用,正面
电视性价比高，开始感觉屏幕有模糊，后来慢慢摸索调试，很清晰了,正面
京东送货速度快，安装服务好，电视机目前来看还不错,正面
货物送到，物流非常快，非常好。,正面
新买的创维 4K 新款智能超高清电 视今天安装 上了，科技感太强图像超清晰音效也级棒关键是后台内容很丰富。创维厂家安装的师傅也很专业， 安装速度快帮忙把电视机调试到最佳状态,正面
双十一买的，不错，给老人用挺好,正面
东西非常好,正面
预约秒杀价1899购入，总体来说较为满意，屏幕有点漏光，其他暂时用着还行。窄边框也不错，付费东西很多，安装费用90元，快递送货很快。,正面
电视画质很好，最重要的是送货小哥服务超级赞。。。,正面
好满意的一次购物，物流的态度也很好，帮家里老人试了没问题才离开的，会推荐给要买的朋友,正面
质量不错，一直都在使用这个牌子,正面
真不错，用的非常好，我喜欢，孩子也喜欢,正面
不错不错,正面
相信老品牌，质量就是好,正面
质量保证，价格公道值得买,正面
电视很清晰，长虹电视就是好，,正面
性价比高，买来放在出租房使用的,正面
电视很不错，价格也实惠！,正面
画质挺清晰的，便宜,正面
送货速度很快，服务很好！电视送给爸妈，很喜欢！京东值得信赖！还犹豫的朋友们赶快下单吧！,正面
非常好的一款电视！下次还买索尼品牌！！,正面
画质不错，实惠实惠实惠,正面
不错，就是没有以前那么比赛了,正面
前天下的单今天就到了，质量发个视频自己看。,正面
不错 还没使用,正面
很好，很快，卖家回答很尽心，谢谢了，家里老人正在摸索中，主要之前都用的不是智能的！,正面
挺好的，画质清晰，而且也很好看，安装的小哥人也不错,正面
电视不错的!就是商家没配装语音遥控器!商家服务方面都好!,正面
画面很好，屏幕很大，比预期的好很多倍，别人都问多少钱在哪买的。一个字，物超所值，呵呵,正面
还不错，挺好,正面
给家里人买的，第一印象就是大，师傅安装很迅速，很不错的选择。 晒单： 收起 向左转 向右转,正面
电视不错，比较满意！！！,正面
很惊喜，不错，清晰度高，音响效果不错。里面有好多宝贝喜欢的动画片。 晒单： 收起 向左转 向右转,正面
第二次购买不错孩子看动画片方便多了,正面
还行，支持的软件很多，运行流畅,正面
买电器还是相信京东，电视还是相信海尔，非常满意,正面
多次购买，京东值得信赖，飞利浦值得信赖,正面
东西很好，价格也很美丽,正面
不错,正面
服务很好，当天到当天晚上都加班安装好了，。给好评,正面
还可以，屏幕很清晰,正面
电视用了一段时间了，感觉很好，东西很给力,正面
还不错！画面清晰！自己找个电钻安装！,正面
4k效果震撼，谢谢tcl谢谢腾讯，雷电电视机不错，价廉物美。还要继续研究这个互联网电视机,正面
很不错的电视，嗯质感很好，送货也很快。,正面
快递很快，服务很好！家里第二台了！,正面
宝贝挺好的,正面
很满意下次再买还会再来的。,正面
风行电视，画质清晰，智能化多功能，适合年轻人～ 2017-12-23 11:12:43 追加： 界面简洁，实用性强～,正面
非常不错的一款电视，三星4k黑晶屏！系统操作流畅BES电视节目提供商，节目资源应有尽有，什么电影，少儿，体育通通不在话下。最令我满意的是声音感觉很震撼。三八久久买的，分了一二期。总体很满意，不过就是安装费要了我一百武，说好的免费安装却要钱，实在不太爽。还好电视没问题。先用用看吧，以后再追评。,正面
挺好的,正面
大气 清晰 不错，推荐给大家哦 非常喜欢,正面
不错 挺好的,正面
不错,正面
一直用这款产品好用物流也快方便的很！,正面
非常大的电视，画质清晰，音质很好，果然没选错，还是老牌子好，我家几台电视机都是创维，以须要一定还会.再来，服务员工也很好，有问必答，是双十一买的，也能很快送到，网购大电器不但质量好，性价比也很高，真是一次满意网购，给100个赞,正面
活动价跟划算，屏幕清晰，没有问题,正面
送货及时，服务很满意。,正面
第一次买暴风电视。。。感觉还不错，很画面清晰 晒单： 收起 向左转 向右转,正面
不错,正面
这款电视很好，价位也实惠，喜欢的朋友下手吧,正面
收到货，很不错，也很清晰,正面
电视到了，双十一买的虽然等了很久但是还是觉得很不错，感谢的送装服务，电视整体感觉很不错，色彩还原很好，声音试了下也不错，给老人买的应该很适合，速度很快！看了下配置，49寸的完全没毛病，推荐大家购买,正面
东东不错,正面
质量不错，老用户,正面
满意，一开始弄错了，买的43，小了，换了一个，速度，质量，都没问题，价格也合适，总体满意,正面
当天买第二天上午就送到了，折腾送货大哥在小区里来回走感觉挺不好意思的，下午预约安装师傅当天就装完了～电视买大了，超级大～不过看着很爽～超清晰～功能超多，第一次在网上买大电视，电视很好，心里很踏实～谢谢掌柜的,正面
物有所值，在线点播高清爽,正面
非常清晰，与介绍的完全相符，是我想要的。,正面
很不错，,正面
是我喜欢的品牌，下次还会购买，我网购只选京东，信得过。,正面
商品不错。好东西。很清晰。准备送到客户哪去。准备装车了。,正面
电视机不错的，大小合适，因为没有开通网络，所以没有图像。试机的时候屏幕没有问题。安装的师傅很仔细，很满意！ 晒单： 收起 向左转 向右转,正面
不错，价格便宜，效果不错，物美价廉，五星好评,正面
没有问题，很不错,正面
清晰度很不错，放在卧室大小正合适，下次再买一个放在小卧室,正面
不错 性价比高,正面
50寸的屏幕卖这样的价格是比较有竞争力，你如果不在意屏幕不是日本原装的，界面也是简配的爱奇艺，也可以入手,正面
挺好的，非常满意,正面
我在外面，听老爸说电视机效果很好。特别要给快递员和按装师傅个五星评分。,正面
头一天夜里下单，电视过了一天，第二天就到了，安装师傅也很快，很快安装完毕，电视的画面色彩比较好，饱和度比较高，系统也很流畅，没有反应慢的现象，声音也很饱满，系统中内容丰富，硬件接口也很全，音响，游戏机，各种设备都能接，网络信号也很稳定，接受的比较快。电视很好，复合预期目标。,正面
物流很快，服务周到，满意！,正面
给爸妈买的，效果不错，性价比很高。还给送了蓝牙语音遥控器，就是还没搞懂怎么玩的。,正面
不错，很好的一次购物。,正面
还没有使用，应该不错，先给好评,正面
打电视看了就是舒服，挺好的。,正面
宝贝收到了，色素什么的都很好，主要是价格便宜,正面
前天下单昨天就到了。速度快。到货赶紧挂上看，挺清晰的。喜欢的朋友赶紧下手,正面
夏普老牌果然不错,正面
画面清晰度还可以，价格便宜，海尔品牌值得信赖！,正面
双十一购买的，由于商家缺货到昨天才收到货，开箱验货后很满意,正面
还不错，实惠。,正面
电视机不错，用用挺好的,正面
性价比非常高，不错的小米电视,正面
价格很不稳定，一天一个价，说好的有保价，联系售后也没返差价。买来送人的，不知道质量怎么样？,正面
不错，安装师傅很专业，现场解决了难题,正面
速度快，态度好，图象清淅,正面
正品低价不错的商品,正面
不是很好，是非常好,正面
电视很好，绝对正品，我帮朋友买的，拿回家试了一下色彩音质非常完美，特别是客服和快递小哥服务太热情了，又是打电话联系，帮我试机，比以往我买六七千的服务周到，真的正能量，下次还会再来。,正面
老顾客了，非常满意！,正面
东西很棒超值,正面
电视很好，看着很上档次，清晰度高，音质好。送货和安装人员也很好。第一天预约第二天早上就去安装了。感觉挺划算。总体很满意。 晒单： 收起 向左转 向右转,正面
画面质慼非常好,正面
送货速度快，价格便宜，不错。,正面
物流很快，有事没有装，昨天刚装好，看一晚上，真的很给力的一款电视，简洁方便的菜单，功能齐全还唱了首歌！没有选错。,正面
电视很好，物流也很快，客服态度很好！,正面
不错。。。。。,正面
好评，很好看。分辨率很不错,正面
送货相当快。第二天一早就到了。这个电视机在这个价位还是相当实惠的。系统运行还是比较流畅的。整体的效果还是比较满意的，希望耐用一点，以后不要出问题。打分可以90分。 晒单： 收起 向左转 向右转,正面
电视机确实不错，反应速度快，画面清晰，外表美观大方，价格实惠，算是一个不错的选择，放在客厅高端大气上档次，低调奢华有内涵，。,正面
电视机很大，屏幕清晰。还没使用，等待后续使用再追加评价。,正面
超不错的,正面
好大的一件商品而且智能的现在电视真的越来越便宜有点轻但是我相信技术也越来越先进,正面
今天刚收到，看起来感觉还不错，不过要等用了才知道,正面
电视机特别好，看了一个星期了，感觉好，给双赞,正面
不错，下次再来购买！,正面
电视很好，值得购买，双十一优惠很大,正面
